期货名称,期货代码,日期,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
IM主力合约,150130,2024-10-18 09:45,5455.0,5488.8,5494.8,5430.0,16642,18185483200.0,1.17,-0.68,-37.8,0.0
IM主力合约,150130,2024-10-18 10:00,5489.6,5469.2,5497.2,5465.2,7752,8501737360.0,0.58,-0.36,-19.6,0.0
IM主力合约,150130,2024-10-18 10:15,5469.4,5487.8,5515.0,5466.4,11456,12594314192.0,0.89,0.34,18.6,0.0
IM主力合约,150130,2024-10-18 10:30,5488.8,5540.0,5540.0,5484.4,9183,10131284720.0,1.01,0.95,52.2,0.0
IM主力合约,150130,2024-10-18 10:45,5539.6,5592.0,5631.2,5525.4,19589,21894864160.0,1.91,0.94,52.0,0.0
IM主力合约,150130,2024-10-18 11:00,5592.0,5568.0,5625.8,5554.0,13494,15073085184.0,1.28,-0.43,-24.0,0.0
IM主力合约,150130,2024-10-18 11:15,5566.6,5566.0,5586.8,5548.4,7728,8604202224.0,0.69,-0.04,-2.0,0.0
IM主力合约,150130,2024-10-18 11:30,5566.2,5588.2,5588.2,5554.0,5433,6051975160.0,0.61,0.4,22.2,0.0
IM主力合约,150130,2024-10-18 13:15,5592.4,5725.0,5726.6,5592.4,20854,23634561728.0,2.4,2.45,136.8,0.0
IM主力合约,150130,2024-10-18 13:30,5726.2,5707.2,5792.4,5700.0,21428,24596413728.0,1.61,-0.31,-17.8,0.0
IM主力合约,150130,2024-10-18 13:45,5705.0,5722.2,5739.8,5680.0,12350,14106114752.0,1.05,0.26,15.0,0.0
IM主力合约,150130,2024-10-18 14:00,5723.8,5771.0,5798.8,5723.8,12022,13855312608.0,1.31,0.85,48.8,0.0
IM主力合约,150130,2024-10-18 14:15,5771.6,5780.6,5800.0,5735.0,11704,13494676704.0,1.13,0.17,9.6,0.0
IM主力合约,150130,2024-10-18 14:30,5780.8,5840.6,5849.8,5779.4,14244,16591371376.0,1.22,1.04,60.0,0.0
IM主力合约,150130,2024-10-18 14:45,5840.4,5908.4,5989.8,5840.4,22870,27071932864.0,2.56,1.16,67.8,0.0
IM主力合约,150130,2024-10-18 15:00,5907.6,5728.0,5907.6,5711.0,31162,36083035664.0,3.33,-3.05,-180.4,0.0
IM主力合约,150130,2024-10-21 09:45,5780.0,5827.4,5854.6,5760.0,22624,26269438896.0,1.65,1.74,99.4,0.0
IM主力合约,150130,2024-10-21 10:00,5827.8,5759.2,5831.0,5750.4,11107,12855663056.0,1.38,-1.17,-68.2,0.0
IM主力合约,150130,2024-10-21 10:15,5762.4,5857.0,5861.8,5758.0,13415,15605538144.0,1.8,1.7,97.8,0.0
IM主力合约,150130,2024-10-21 10:30,5857.2,5867.0,5875.0,5818.0,10684,12488464832.0,0.97,0.17,10.0,0.0
IM主力合约,150130,2024-10-21 10:45,5868.2,5849.8,5889.8,5840.6,9988,11720006880.0,0.84,-0.29,-17.2,0.0
IM主力合约,150130,2024-10-21 11:00,5850.4,5847.0,5865.4,5830.0,6845,8006846256.0,0.61,-0.05,-2.8,0.0
IM主力合约,150130,2024-10-21 11:15,5847.0,5868.6,5878.4,5835.8,6284,7369138088.0,0.73,0.37,21.6,0.0
IM主力合约,150130,2024-10-21 11:30,5868.4,5913.6,5924.0,5857.2,11937,14080985920.0,1.14,0.77,45.0,0.0
IM主力合约,150130,2024-10-21 13:15,5912.6,5896.8,5944.0,5885.0,11771,13925966928.0,1.0,-0.28,-16.8,0.0
IM主力合约,150130,2024-10-21 13:30,5897.8,5857.0,5903.8,5843.6,11713,13762763296.0,1.02,-0.67,-39.8,0.0
IM主力合约,150130,2024-10-21 13:45,5856.4,5870.4,5876.0,5844.6,8349,9784779168.0,0.54,0.23,13.4,0.0
IM主力合约,150130,2024-10-21 14:00,5870.4,5804.6,5875.0,5801.0,10765,12553149488.0,1.26,-1.12,-65.8,0.0
IM主力合约,150130,2024-10-21 14:15,5807.8,5832.6,5841.2,5795.0,8528,9932046192.0,0.8,0.48,28.0,0.0
IM主力合约,150130,2024-10-21 14:30,5831.6,5828.4,5838.0,5799.8,6180,7191277776.0,0.65,-0.07,-4.2,0.0
IM主力合约,150130,2024-10-21 14:45,5828.0,5839.8,5855.0,5824.0,7139,8339690224.0,0.53,0.2,11.4,0.0
IM主力合约,150130,2024-10-21 15:00,5841.0,5822.6,5841.0,5811.8,7140,8316396864.0,0.5,-0.29,-17.2,0.0
IM主力合约,150130,2024-10-22 09:45,5817.0,5783.0,5828.0,5764.0,18433,21386872456.0,1.1,-0.68,-39.6,0.0
IM主力合约,150130,2024-10-22 10:00,5783.0,5801.0,5822.0,5764.6,9946,11531026352.0,0.99,0.31,18.0,0.0
IM主力合约,150130,2024-10-22 10:15,5801.6,5831.0,5844.0,5790.2,10864,12651907344.0,0.93,0.52,30.0,0.0
IM主力合约,150130,2024-10-22 10:30,5831.2,5848.0,5861.0,5825.6,8826,10317291632.0,0.61,0.29,17.0,0.0
IM主力合约,150130,2024-10-22 10:45,5849.6,5826.0,5858.8,5823.0,7663,8949522464.0,0.61,-0.38,-22.0,0.0
IM主力合约,150130,2024-10-22 11:00,5824.4,5815.6,5836.6,5808.4,7139,8309005472.0,0.48,-0.18,-10.4,0.0
IM主力合约,150130,2024-10-22 11:15,5814.2,5847.6,5867.2,5813.8,7480,8740056880.0,0.92,0.55,32.0,0.0
IM主力合约,150130,2024-10-22 11:30,5847.4,5883.0,5883.0,5836.8,6775,7935766304.0,0.79,0.61,35.4,0.0
IM主力合约,150130,2024-10-22 13:15,5884.8,5850.2,5896.0,5845.0,9876,11593032672.0,0.87,-0.56,-32.8,0.0
IM主力合约,150130,2024-10-22 13:30,5850.6,5831.2,5853.2,5823.8,6989,8158562464.0,0.5,-0.32,-19.0,0.0
IM主力合约,150130,2024-10-22 13:45,5831.4,5802.8,5844.4,5800.2,7746,9024095448.0,0.76,-0.49,-28.4,0.0
IM主力合约,150130,2024-10-22 14:00,5802.8,5802.0,5805.8,5777.2,11664,13509791280.0,0.49,-0.01,-0.8,0.0
IM主力合约,150130,2024-10-22 14:15,5800.8,5818.0,5827.0,5797.6,8138,9461438208.0,0.51,0.28,16.0,0.0
IM主力合约,150130,2024-10-22 14:30,5818.0,5861.0,5862.0,5816.2,9016,10534765864.0,0.79,0.74,43.0,0.0
IM主力合约,150130,2024-10-22 14:45,5861.2,5831.6,5868.6,5828.0,7208,8423164808.0,0.69,-0.5,-29.4,0.0
IM主力合约,150130,2024-10-22 15:00,5831.8,5850.6,5856.0,5831.8,6302,7370111376.0,0.41,0.33,19.0,0.0
IM主力合约,150130,2024-10-23 09:45,5828.0,5833.4,5860.0,5811.2,15375,17939808832.0,0.83,-0.29,-17.2,0.0
IM主力合约,150130,2024-10-23 10:00,5832.6,5879.6,5889.0,5830.4,10577,12399940416.0,1.0,0.79,46.2,0.0
IM主力合约,150130,2024-10-23 10:15,5879.0,5888.4,5898.8,5862.0,11170,13146409760.0,0.63,0.15,8.8,0.0
IM主力合约,150130,2024-10-23 10:30,5888.2,5890.6,5927.4,5873.0,12342,14571235136.0,0.92,0.04,2.2,0.0
IM主力合约,150130,2024-10-23 10:45,5890.2,5882.0,5908.4,5868.0,9208,10843077856.0,0.69,-0.15,-8.6,0.0
IM主力合约,150130,2024-10-23 11:00,5882.2,5878.4,5896.0,5863.4,7485,8800926304.0,0.55,-0.06,-3.6,0.0
IM主力合约,150130,2024-10-23 11:15,5878.4,5911.8,5917.0,5872.6,6981,8240708160.0,0.76,0.57,33.4,0.0
IM主力合约,150130,2024-10-23 11:30,5910.8,5924.0,5925.4,5886.4,8872,10481153616.0,0.66,0.21,12.2,0.0
IM主力合约,150130,2024-10-23 13:15,5926.0,5958.6,5976.0,5912.0,16270,19347846864.0,1.08,0.58,34.6,0.0
IM主力合约,150130,2024-10-23 13:30,5959.0,5927.2,5969.8,5925.0,11020,13101001792.0,0.75,-0.53,-31.4,0.0
IM主力合约,150130,2024-10-23 13:45,5927.8,5904.8,5950.0,5902.6,9914,11747568416.0,0.8,-0.38,-22.4,0.0
IM主力合约,150130,2024-10-23 14:00,5903.8,5908.0,5920.6,5897.6,7043,8321206568.0,0.39,0.05,3.2,0.0
IM主力合约,150130,2024-10-23 14:15,5908.0,5869.6,5908.0,5845.8,13918,16339982768.0,1.05,-0.65,-38.4,0.0
IM主力合约,150130,2024-10-23 14:30,5869.6,5892.2,5899.8,5867.0,7430,8745174144.0,0.56,0.39,22.6,0.0
