期货名称,期货代码,日期,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
IM主力合约,150130,2024-10-18 10:30,5455.0,5540.0,5540.0,5430.0,45033,49412819472.0,1.99,0.24,13.4,0.0
IM主力合约,150130,2024-10-18 11:30,5539.6,5588.2,5631.2,5525.4,46244,51624126728.0,1.91,0.87,48.2,0.0
IM主力合约,150130,2024-10-18 14:00,5592.4,5771.0,5798.8,5592.4,66654,76192402816.0,3.69,3.27,182.8,0.0
IM主力合约,150130,2024-10-18 15:00,5771.6,5728.0,5989.8,5711.0,79980,93241016608.0,4.83,-0.75,-43.0,0.0
IM主力合约,150130,2024-10-21 10:30,5780.0,5867.0,5875.0,5750.4,57830,67219104928.0,2.18,2.43,139.0,0.0
IM主力合约,150130,2024-10-21 11:30,5868.2,5913.6,5924.0,5830.0,35054,41176977144.0,1.6,0.79,46.6,0.0
IM主力合约,150130,2024-10-21 14:00,5912.6,5804.6,5944.0,5801.0,42598,50026658880.0,2.42,-1.84,-109.0,0.0
IM主力合约,150130,2024-10-21 15:00,5807.8,5822.6,5855.0,5795.0,28987,33779411056.0,1.03,0.31,18.0,0.0
IM主力合约,150130,2024-10-22 10:30,5817.0,5848.0,5861.0,5764.0,48069,55887097784.0,1.67,0.44,25.4,0.0
IM主力合约,150130,2024-10-22 11:30,5849.6,5883.0,5883.0,5808.4,29057,33934351120.0,1.28,0.6,35.0,0.0
IM主力合约,150130,2024-10-22 14:00,5884.8,5802.0,5896.0,5777.2,36275,42285481864.0,2.02,-1.38,-81.0,0.0
IM主力合约,150130,2024-10-22 15:00,5800.8,5850.6,5868.6,5797.6,30664,35789480256.0,1.22,0.84,48.6,0.0
IM主力合约,150130,2024-10-23 10:30,5828.0,5890.6,5927.4,5811.2,49464,58057394144.0,1.99,0.68,40.0,0.0
IM主力合约,150130,2024-10-23 11:30,5890.2,5924.0,5925.4,5863.4,32546,38365865936.0,1.05,0.57,33.4,0.0
IM主力合约,150130,2024-10-23 14:00,5926.0,5908.0,5976.0,5897.6,44247,52517623640.0,1.32,-0.27,-16.0,0.0
IM主力合约,150130,2024-10-23 15:00,5908.0,5866.2,5908.0,5836.6,37042,43477805168.0,1.21,-0.71,-41.8,0.0
IM主力合约,150130,2024-10-24 10:30,5840.0,5825.6,5861.0,5775.6,46676,54290528880.0,1.46,-0.69,-40.6,0.0
IM主力合约,150130,2024-10-24 11:30,5825.2,5845.8,5849.0,5801.4,27856,32456574688.0,0.82,0.35,20.2,0.0
IM主力合约,150130,2024-10-24 14:00,5844.0,5801.0,5844.0,5783.4,27866,32356078040.0,1.04,-0.77,-44.8,0.0
IM主力合约,150130,2024-10-24 15:00,5801.2,5832.0,5838.2,5796.8,25982,30256941240.0,0.71,0.53,31.0,0.0
