期货名称,期货代码,日期,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
IM主力合约,150130,2024-10-18 10:00,5455.0,5469.2,5497.2,5430.0,24394,26687220560.0,1.22,-1.04,-57.4,0.0
IM主力合约,150130,2024-10-18 10:30,5469.4,5540.0,5540.0,5466.4,20639,22725598912.0,1.35,1.29,70.8,0.0
IM主力合约,150130,2024-10-18 11:00,5539.6,5568.0,5631.2,5525.4,33083,36967949344.0,1.91,0.51,28.0,0.0
IM主力合约,150130,2024-10-18 11:30,5566.6,5588.2,5588.2,5548.4,13161,14656177384.0,0.71,0.36,20.2,0.0
IM主力合约,150130,2024-10-18 13:30,5592.4,5707.2,5792.4,5592.4,42282,48230975456.0,3.58,2.13,119.0,0.0
IM主力合约,150130,2024-10-18 14:00,5705.0,5771.0,5798.8,5680.0,24372,27961427360.0,2.08,1.12,63.8,0.0
IM主力合约,150130,2024-10-18 14:30,5771.6,5840.6,5849.8,5735.0,25948,30086048080.0,1.99,1.21,69.6,0.0
IM主力合约,150130,2024-10-18 15:00,5840.4,5728.0,5989.8,5711.0,54032,63154968528.0,4.77,-1.93,-112.6,0.0
IM主力合约,150130,2024-10-21 10:00,5780.0,5759.2,5854.6,5750.4,33731,39125101952.0,1.82,0.54,31.2,0.0
IM主力合约,150130,2024-10-21 10:30,5762.4,5867.0,5875.0,5758.0,24099,28094002976.0,2.03,1.87,107.8,0.0
IM主力合约,150130,2024-10-21 11:00,5868.2,5847.0,5889.8,5830.0,16833,19726853136.0,1.02,-0.34,-20.0,0.0
IM主力合约,150130,2024-10-21 11:30,5847.0,5913.6,5924.0,5835.8,18221,21450124008.0,1.51,1.14,66.6,0.0
IM主力合约,150130,2024-10-21 13:30,5912.6,5857.0,5944.0,5843.6,23484,27688730224.0,1.7,-0.96,-56.6,0.0
IM主力合约,150130,2024-10-21 14:00,5856.4,5804.6,5876.0,5801.0,19114,22337928656.0,1.28,-0.89,-52.4,0.0
IM主力合约,150130,2024-10-21 14:30,5807.8,5828.4,5841.2,5795.0,14708,17123323968.0,0.8,0.41,23.8,0.0
IM主力合约,150130,2024-10-21 15:00,5828.0,5822.6,5855.0,5811.8,14279,16656087088.0,0.74,-0.1,-5.8,0.0
IM主力合约,150130,2024-10-22 10:00,5817.0,5801.0,5828.0,5764.0,28379,32917898808.0,1.1,-0.37,-21.6,0.0
IM主力合约,150130,2024-10-22 10:30,5801.6,5848.0,5861.0,5790.2,19690,22969198976.0,1.22,0.81,47.0,0.0
IM主力合约,150130,2024-10-22 11:00,5849.6,5815.6,5858.8,5808.4,14802,17258527936.0,0.86,-0.55,-32.4,0.0
IM主力合约,150130,2024-10-22 11:30,5814.2,5883.0,5883.0,5813.8,14255,16675823184.0,1.19,1.16,67.4,0.0
IM主力合约,150130,2024-10-22 13:30,5884.8,5831.2,5896.0,5823.8,16865,19751595136.0,1.23,-0.88,-51.8,0.0
IM主力合约,150130,2024-10-22 14:00,5831.4,5802.0,5844.4,5777.2,19410,22533886728.0,1.15,-0.5,-29.2,0.0
IM主力合约,150130,2024-10-22 14:30,5800.8,5861.0,5862.0,5797.6,17154,19996204072.0,1.11,1.02,59.0,0.0
IM主力合约,150130,2024-10-22 15:00,5861.2,5850.6,5868.6,5828.0,13510,15793276184.0,0.69,-0.18,-10.4,0.0
IM主力合约,150130,2024-10-23 10:00,5828.0,5879.6,5889.0,5811.2,25952,30339749248.0,1.33,0.5,29.0,0.0
IM主力合约,150130,2024-10-23 10:30,5879.0,5890.6,5927.4,5862.0,23512,27717644896.0,1.11,0.19,11.0,0.0
IM主力合约,150130,2024-10-23 11:00,5890.2,5878.4,5908.4,5863.4,16693,19644004160.0,0.76,-0.21,-12.2,0.0
IM主力合约,150130,2024-10-23 11:30,5878.4,5924.0,5925.4,5872.6,15853,18721861776.0,0.9,0.78,45.6,0.0
IM主力合约,150130,2024-10-23 13:30,5926.0,5927.2,5976.0,5912.0,27290,32448848656.0,1.08,0.05,3.2,0.0
IM主力合约,150130,2024-10-23 14:00,5927.8,5908.0,5950.0,5897.6,16957,20068774984.0,0.88,-0.32,-19.2,0.0
IM主力合约,150130,2024-10-23 14:30,5908.0,5892.2,5908.0,5845.8,21348,25085156912.0,1.05,-0.27,-15.8,0.0
IM主力合约,150130,2024-10-23 15:00,5893.4,5866.2,5896.8,5836.6,15694,18392648256.0,1.02,-0.44,-26.0,0.0
IM主力合约,150130,2024-10-24 10:00,5840.0,5795.6,5861.0,5792.4,26998,31458758032.0,1.17,-1.2,-70.6,0.0
IM主力合约,150130,2024-10-24 10:30,5795.6,5825.6,5836.2,5775.6,19678,22831770848.0,1.05,0.52,30.0,0.0
IM主力合约,150130,2024-10-24 11:00,5825.2,5819.0,5838.0,5801.4,15117,17597714960.0,0.63,-0.11,-6.6,0.0
